product_id,count
1404,268
2743,267
1241,267
3208,267
2988,267
435,266
3286,266
2946,266
3088,266
2894,266
514,265
267,265
1350,265
1697,265
2025,265
1664,265
3012,265
2593,264
1093,264
181,264
2374,264
952,263
534,263
1735,263
2408,263
2529,262
1545,262
2118,262
3416,262
98,262
568,262
1963,262
2034,262
1711,261
2323,261
958,261
686,260
3122,260
2491,260
3240,260
2629,260
2970,260
2284,259
1538,259
1799,259
356,259
245,259
2104,259
50,258
2527,258
3627,258
2537,258
872,258
2957,258
1855,257
1017,257
552,257
1962,257
1145,257
1504,257
1566,257
995,257
572,257
1567,257
2381,256
2450,256
1472,256
2141,256
754,256
666,256
1188,256
2833,256
3243,256
733,255
2182,255
1926,254
2040,254
741,254
2137,254
1883,254
786,254
2383,254
1319,254
3332,254
1446,254
1968,254
2405,254
248,253
3285,253
1490,253
2018,253
3309,253
1959,253
2243,253
2794,252
556,252
2821,252
3054,252
93,252
2759,252
222,251
1795,251
1336,251
1860,251
2290,251
1614,250
3591,250
39,250
2928,250
1660,250
2429,250
2458,250
3348,250
3114,249
1743,249
2975,249
3414,249
3128,249
1324,249
502,248
1886,248
1195,248
668,248
905,248
3321,248
3673,248
2210,248
3833,248
1453,247
2345,247
1259,247
2672,247
2796,247
3548,246
490,246
3136,246
354,246
3059,245
749,245
1323,245
1985,245
1137,245
3461,244
2985,244
3078,244
2348,244
476,244
3617,244
1287,244
982,244
695,244
2091,244
3590,244
2044,243
1611,243
36,243
2330,243
776,243
48,242
656,242
2081,242
1918,241
2836,241
1928,241
3344,241
11,241
458,241
2740,240
2346,240
120,240
3140,240
2001,240
1433,240
1680,240
2493,240
2602,240
3402,239
2642,239
688,239
1780,238
736,238
961,238
2247,238
111,237
1387,237
837,237
2802,237
1931,237
1690,237
3288,237
1796,237
640,237
1782,236
2334,236
1941,236
1585,236
3231,236
1830,236
564,236
2825,236
644,236
1294,235
2967,235
2707,235
1450,235
1974,235
184,235
820,234
2109,234
3299,234
763,234
2074,234
984,233
2451,233
2437,233
977,233
1459,233
1646,232
2635,232
3283,232
1764,232
2905,232
1138,231
3131,231
3546,231
232,231
3091,231
3428,231
1281,231
2296,231
126,231
2446,231
1164,231
2385,230
2352,230
2249,230
2072,230
1035,230
224,230
761,230
3478,230
2929,230
2568,229
2423,229
585,229
1661,229
2320,229
1175,229
1521,228
3167,228
2662,228
1524,228
1707,228
2467,228
3491,228
1288,228
431,227
2924,227
2914,227
212,227
2507,227
1880,226
403,226
1588,226
797,226
3033,226
2106,226
1199,226
467,225
2234,225
2209,225
1335,225
2531,225
1885,224
2570,224
3906,224
231,224
2020,224
3135,224
1871,224
1322,224
2839,224
2951,223
3715,223
3093,223
3173,223
2235,223
1333,223
3027,223
2717,223
1026,222
240,222
451,222
1371,222
2251,222
1766,222
3016,222
1384,222
2573,221
1550,221
337,221
813,221
2136,221
2454,221
789,221
2597,221
1692,221
1808,220
2764,220
860,220
304,220
487,220
1716,220
641,220
642,220
1269,219
3322,219
2540,219
3262,219
2133,219
2903,219
2339,219
2158,218
1109,218
2359,218
1220,218
1260,218
2317,218
2748,217
528,217
1595,217
3393,217
584,217
700,217
2498,217
3115,216
2774,216
333,216
2883,216
1976,216
3315,216
2386,216
2857,216
1756,216
2892,215
891,215
1083,215
1875,215
1993,215
2998,215
1907,215
3501,214
1856,214
1009,214
3018,214
2404,214
1402,214
2866,214
1953,214
2564,214
2641,213
3237,213
2157,213
1986,213
1645,213
2793,213
1187,213
2880,213
2024,213
208,213
2715,213
2886,212
1950,212
2459,212
1947,212
136,211
1593,211
1618,211
2036,211
2217,211
3168,211
908,211
799,211
1527,210
2174,210
2131,210
942,210
509,210
1285,210
1643,210
3068,210
1634,209
310,209
2979,209
1609,209
2650,209
2388,209
2933,209
2972,209
1689,209
692,209
2470,209
1568,208
2528,208
2682,208
3700,208
725,208
903,208
306,207
1822,207
3638,207
3233,207
3190,207
3621,207
939,207
1792,207
1623,206
2788,206
1739,206
2127,206
3157,205
2863,205
329,205
1853,205
2860,205
2263,205
1543,205
1392,205
941,205
2571,205
855,205
2558,205
3224,205
379,204
464,204
1539,204
371,204
2289,204
622,204
373,203
2960,203
2964,203
740,203
951,203
709,203
2698,202
3639,202
612,202
2505,202
991,202
2996,202
2356,202
2925,202
3514,202
1231,202
532,202
1103,201
1814,201
1683,201
599,201
2749,201
1721,201
1607,200
2167,200
1245,200
1239,200
676,200
2406,200
1845,200
2052,200
2971,200
1120,200
2524,199
2576,199
2675,199
2592,199
2709,199
1694,199
1548,198
1667,198
2173,198
2252,198
2098,197
2765,197
3559,197
1911,197
2305,197
1740,197
2636,197
1102,197
2410,197
2773,197
1750,197
141,196
1969,196
2580,196
2846,196
3159,196
1498,196
3138,196
2114,195
1564,195
75,195
301,195
1028,195
54,195
2245,195
1280,195
2663,195
2541,195
2676,195
1478,194
2042,194
766,194
3060,194
2156,194
2942,194
2215,194
1216,194
2206,193
885,193
443,193
1494,193
2216,193
3076,193
2486,193
1932,193
2116,193
3029,193
1841,193
2201,193
2050,192
2362,192
1131,192
3274,192
2728,192
328,192
2751,192
1111,191
2899,191
3110,191
2448,191
2058,191
2806,191
3306,191
213,191
2582,191
664,190
336,190
2224,190
3356,190
1939,190
3761,190
82,190
1892,190
1829,190
3051,190
388,190
2785,190
2255,189
2268,189
1051,189
2617,188
2906,188
2395,188
2112,188
3800,188
3247,188
2772,188
2250,188
623,188
1217,188
625,188
579,188
3556,187
3526,187
2792,187
3108,187
2432,187
1313,187
898,187
1073,187
3172,186
3064,186
1725,186
1882,186
3305,186
3265,186
1779,186
1633,186
1081,186
1179,185
965,185
3325,185
2733,185
3097,185
1831,185
3569,185
1891,185
2172,185
2938,185
2142,185
795,185
347,184
1104,184
1629,184
3074,184
2741,184
3581,184
3226,183
397,183
3249,183
1442,183
2719,183
3454,183
2121,183
1759,182
959,182
1915,182
3052,182
2671,182
1457,182
1575,182
3036,181
2869,181
475,181
2029,181
3808,181
1354,181
1666,181
2407,180
3063,180
3457,180
2657,180
363,180
3580,180
608,180
2213,180
1784,180
3273,180
2129,180
2708,180
897,180
1578,180
2538,180
1971,179
2004,179
3007,179
2976,179
2447,179
2049,179
331,179
2810,178
3471,178
825,178
1249,178
1851,178
3169,178
2130,178
1038,178
1218,178
2921,178
3015,178
1866,178
3276,178
1418,177
314,177
1018,177
2750,177
1505,177
2000,177
613,177
2999,177
924,176
3197,176
2401,176
2322,176
1101,176
2204,176
1058,176
2229,176
944,176
1576,175
687,175
2101,175
3674,175
643,175
1130,175
2015,175
2934,175
284,175
624,174
1206,174
2684,174
470,174
1075,174
3117,174
2189,174
1487,174
2433,174
1078,174
2176,174
1783,174
2962,173
1476,173
2664,173
654,173
2973,173
3065,173
57,173
1087,173
3472,173
296,173
2482,173
95,173
2653,173
165,173
3403,172
3011,172
1983,172
2959,172
3629,172
943,172
1349,172
1590,171
3022,171
3596,171
3421,171
100,171
1981,171
2132,171
1665,171
3174,171
2510,171
2059,171
1914,170
956,170
694,170
1115,170
3793,169
1897,169
2035,169
1958,169
2591,169
3004,169
161,168
1746,168
679,168
2230,168
513,168
3071,168
2475,168
2016,168
1850,168
92,168
1422,168
1395,167
429,167
2827,167
138,167
2623,167
2896,167
1258,167
2329,166
1580,166
845,166
2353,166
1172,166
1158,166
2,166
2956,166
203,165
2881,165
3398,165
3203,165
3084,165
2696,165
1122,165
3361,164
3141,164
3342,164
1769,164
2309,164
1581,164
3184,164
1917,164
711,163
2911,163
1467,163
3463,163
3449,163
1852,163
2578,163
1003,163
2660,162
2530,162
3103,162
2679,162
2868,162
598,162
1228,161
589,161
3297,161
3254,161
1933,161
3405,161
321,161
2494,161
2099,161
1760,161
1377,161
1321,161
3667,161
3834,161
2991,160
2760,160
2738,160
1219,160
3804,160
720,160
1221,160
1601,160
3537,160
2640,159
3165,159
2120,159
3420,159
1315,159
2557,159
1447,159
2678,159
1673,159
1817,159
2461,159
434,159
3554,159
1095,159
2148,158
2473,158
3552,158
442,158
1470,158
2882,158
1884,158
108,158
3073,158
2277,158
757,157
2338,157
2490,157
3511,157
3164,157
1636,157
3582,157
2111,157
3252,157
3437,157
3096,156
2355,156
1006,156
3023,156
315,156
1811,156
2414,156
1820,155
281,155
3412,155
3198,155
1116,155
2488,155
2950,155
3606,155
1405,155
1573,154
3523,154
2758,154
2548,154
501,154
2551,154
2324,154
894,154
3223,153
1056,153
3450,153
2577,153
414,153
2037,153
3323,153
1268,153
2920,153
3246,153
3238,153
3394,153
1647,153
3462,153
729,153
3229,152
2226,152
2624,152
2601,152
3389,152
1639,152
1675,152
2053,152
1800,152
611,152
1309,152
1367,151
446,151
1414,151
1417,151
1945,151
218,151
3101,151
3041,151
427,151
1531,151
1910,151
1329,151
1516,151
2337,151
2595,151
2257,150
1170,150
3374,150
2397,150
2022,150
1832,150
2465,149
1659,149
3451,149
2387,149
1706,149
349,149
3486,149
2926,149
3427,149
1479,149
1753,148
2948,148
3778,148
3181,148
3186,148
2533,148
1263,148
734,148
2316,148
2520,148
1781,147
2665,147
2752,147
2725,147
2736,147
1528,147
2817,146
3053,146
3503,146
3242,146
2619,146
1270,146
2771,146
1710,146
2077,145
3195,145
2122,145
2084,145
2761,145
3146,145
2200,145
1014,145
2937,145
1596,145
345,145
3616,145
18,145
1970,145
1515,145
2718,145
2830,144
2017,144
1301,144
1790,144
1700,144
3419,144
1277,144
978,144
2484,144
3567,144
1948,144
3422,144
3538,144
1938,144
1536,144
2870,144
2621,144
717,143
235,143
3142,143
3731,143
2766,143
983,143
3152,143
2144,143
2442,143
1728,143
2453,143
706,143
3277,142
3307,142
2428,142
1767,142
871,142
3597,142
1758,142
3207,142
3222,142
96,142
2634,142
2639,142
1973,142
1648,141
1045,141
2400,141
1061,141
130,141
1382,141
2463,141
360,141
1638,141
2992,141
1133,141
3320,141
2711,141
2425,141
5,141
2095,141
3370,141
1030,141
2168,140
1463,140
696,140
1474,140
881,140
1318,140
3365,140
3124,140
2683,140
779,140
2995,140
3458,140
2687,140
3789,140
3702,140
3333,140
3703,140
1449,140
2816,140
3334,139
1423,139
3716,139
2807,139
2288,139
1477,139
1681,139
1991,139
1306,139
3105,139
3079,139
2368,138
1343,138
2646,138
3550,138
3381,138
747,138
1584,138
3624,138
3643,138
2422,137
2512,137
2198,137
3691,137
1912,137
2845,137
3098,137
1444,136
1378,136
2804,136
2010,136
3003,136
2062,136
3217,136
3210,136
2468,136
2485,136
3603,136
2517,136
1407,136
3579,136
2525,136
3452,135
2550,135
2272,135
1960,135
3399,135
2063,135
586,135
3304,135
3047,135
2622,134
1868,134
2361,134
3329,134
1342,134
2466,134
3314,134
2559,134
2891,134
1348,134
3216,134
1118,134
3313,134
3005,134
2311,133
3440,133
3324,133
263,133
3298,133
3464,133
2443,133
2543,133
3209,133
351,133
3378,133
2980,133
1677,133
971,133
1298,133
1577,133
3676,133
954,132
2834,132
2819,132
2695,132
2754,132
3130,132
2151,132
3154,132
1,132
2800,132
1704,132
3410,132
2643,132
2556,132
1489,132
619,132
2313,132
358,132
2328,132
1357,132
3502,131
3880,131
3121,131
3688,131
2366,131
2178,131
3086,131
3763,131
3134,131
178,131
3104,131
33,131
882,131
884,131
2712,130
1925,130
3357,130
3598,130
3467,130
1773,130
2987,130
3340,130
2048,130
2444,130
3448,130
3644,130
2033,130
3373,130
3488,130
2254,129
3144,129
3765,129
1879,129
2590,129
3220,129
802,129
1157,129
2065,129
1859,129
370,129
594,129
1499,129
3795,129
2308,129
2205,129
1160,129
3230,129
3733,129
3123,129
1669,129
1984,129
254,128
2963,128
1572,128
3312,128
772,128
3435,128
1290,128
1533,128
1686,128
2961,128
1691,128
191,128
2632,128
2626,128
1765,128
2275,128
3806,128
3415,128
3070,128
3865,128
2735,128
2609,128
2661,127
1816,127
1670,127
2787,127
448,127
6,127
1514,127
1148,127
1320,127
1311,126
2278,126
3043,126
3009,126
131,126
2427,126
2286,126
3517,126
3504,126
2271,125
322,125
1893,125
2477,125
1144,125
3482,125
2107,125
3487,125
3270,125
2214,125
3694,125
3379,125
2285,125
932,125
3030,125
1264,124
3255,124
3182,124
1036,124
1583,124
1622,124
3107,124
3212,124
2714,123
122,123
3046,123
1267,123
3303,123
3745,123
2185,123
2935,123
3248,123
3572,123
1399,123
2064,123
3055,123
3619,122
3424,122
1307,122
3820,122
2006,122
1846,122
3311,122
3828,122
2237,122
1443,122
1165,122
3755,122
2238,122
114,121
3671,121
2898,121
3779,121
3566,121
2267,121
3680,121
3436,121
2332,121
3720,121
2175,121
3528,121
3660,121
1273,121
2315,121
2241,121
1674,121
3028,120
1212,120
394,120
3735,120
3404,120
2403,120
628,120
3219,120
1502,120
3563,120
1299,120
2566,120
1388,120
3234,119
3465,119
1411,119
2932,119
3709,119
570,119
3725,119
1460,119
3540,119
1125,119
3129,119
2574,119
2319,119
1509,119
2612,118
3781,118
1465,118
2223,118
880,118
3707,118
765,118
2579,118
3510,118
1658,118
2435,118
2469,118
268,118
2813,117
2655,117
3189,117
1899,117
2645,117
2549,117
3758,117
2197,117
1537,117
3776,116
1786,116
2983,116
3385,116
1842,116
2501,116
2266,116
3662,116
2502,116
3057,116
2618,116
3179,116
2805,116
1942,116
1425,115
209,115
1094,115
2575,115
3914,115
3360,115
3553,115
1905,115
408,115
2803,115
1967,115
758,115
1815,115
759,115
3864,114
3668,114
2607,114
2219,114
2306,114
2654,114
633,114
713,114
2295,114
751,113
2828,113
3708,113
1481,113
3531,113
3442,113
3376,113
3044,113
1126,113
3196,113
2522,113
3367,113
2483,113
2161,113
2378,113
1519,113
3867,113
3522,113
3505,113
593,113
3705,113
2699,113
1742,112
2380,112
2831,112
1124,112
3048,112
283,112
3786,112
1557,112
3577,112
2221,112
2481,112
2384,112
3211,112
3682,112
2969,112
2085,112
1624,112
2360,112
2402,112
3661,112
1713,112
1587,112
3626,112
1929,111
3266,111
1352,111
2786,111
2227,111
2936,111
1936,111
256,111
1235,111
1213,111
3337,111
2997,111
3663,111
3544,111
3077,110
2186,110
1858,110
1279,110
3397,110
1340,110
2727,110
1123,110
2057,110
3807,110
925,110
2515,110
3785,110
2790,110
3061,110
3387,109
3099,109
2464,109
3037,109
2984,109
2117,109
3409,109
3083,109
2373,109
1823,109
2742,109
2056,109
2673,109
2327,109
3679,109
1401,109
2691,108
3647,108
1626,108
2841,108
2872,108
60,108
3395,108
3126,108
3139,108
3439,108
2471,108
2801,108
3268,108
1169,108
2762,108
1029,108
1364,108
947,107
3271,107
2781,107
3232,107
1271,107
3512,107
2815,107
3861,107
2832,107
2424,107
1013,107
1097,107
3396,107
2546,107
441,107
2780,106
3362,106
3612,106
2177,106
809,106
839,106
2589,106
2768,106
2222,106
3774,106
2301,106
1956,106
3506,106
430,106
3390,106
3723,106
2506,106
1420,106
2184,105
2039,105
1523,105
